"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Bhutan","BTN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","128669205.781592","139174180.995524","141439318.404824","156704286.116855","160423489.265816","163288815.32637","191218110.435414","242742766.354203","272298060.019761","264798626.162522","287765007.10715","240294282.493958","240233528.070813","225973695.307301","258954703.921599","290490986.801873","303408342.7658","352229078.324249","363458380.903342","399311196.41631","424448931.007248","461479580.18354","520846131.727551","603999372.378586","682577073.528827","796938571.960642","874989734.663935","1168307574.79508","1227809261.04208","1234015141.60305","1547990907.46305","1777102585.93229","1781280170.44296","1756214303.92609","1907090361.57887","2003596824.31099","2158971717.50418","2450366107.88229","2446867582.27133","2535655609.45889","2325185520.59339","2539551327.48291","",
"Botswana","BWA","GDP (current US$)","NY.GDP.MKTP.CD","30411418.6788295","32902592.8362861","35644931.942153","38091832.9893847","41616368.3159934","45788670.6930146","51465624.4090769","58642385.2376744","66248426.9941409","77361532.9935123","96243298.1393833","127448656.125605","164460827.506605","244124115.653176","306044205.922122","355168715.375176","372025093.434102","451624959.61005","590407375.160033","819870595.111537","1060889705.11871","1073812403.80662","1014945860.82549","1172230575.57996","1240821849.27576","1114783538.17406","1392602040.14794","1965227085.13155","2644554881.84186","3083822367.10683","3790636664.02546","3942877353.59054","4146464586.61674","4160129174.70569","4259258810.89328","4730599690.73974","4847757703.86629","5020265168.28901","4790481509.17679","5484263050.39562","5788329609.15755","5489608299.66445","5438864269.39361","7511582173.37724","8957467706.5354","9918907108.09702","9919158482.41085","10567270655.5027","10730828592.459","10118459713.7024","12637273429.1339","15110642875.5965","13907464500.1489","14271738366.7917","15470087926.2484","13530749289.7861","15082636722.856","16105156375.5848","17031943186.1353","16725908661.9419","14960291540.5283","18737066306.9659","20352322157.1467",
"Central African Republic","CAF","GDP (current US$)","NY.GDP.MKTP.CD","112155598.309943","123134583.653758","124482773.992316","129379123.923536","142025078.689939","150574795.28224","157930018.375448","163820513.701425","191767441.792847","188039209.876317","189106529.188645","201450800.056561","230317882.941633","271183081.978302","281398705.994003","378660015.663052","451152460.808537","507298148.421506","610578631.359943","700764746.892119","797048196.970408","694803624.048757","748312391.442075","658679332.638761","637820670.609046","864849836.841362","1122265014.86379","1200991976.20364","1264899288.27967","1233930279.03002","1440711459.411","1377374987.52052","1411917554.45482","1278781259.30117","851174357.309582","1115389673.9125","1007791126.56226","937741512.447574","967338390.360019","999477510.686632","916777282.651168","932648604.420575","996068145.608021","1142315522.1989","1272360516.62022","1337894379.62649","1461859762.62791","1699811293.2576","1993407886.56402","2067381663.75378","2142591539.43526","2437982706.57499","2510126509.99501","1691544110.6915","1894813389.88175","1695825714.2427","1825018144.46187","2072349974.15272","2220979144.52008","2221301350.75537","2326720902.35741","2516498412.31361","2382618615.3562",
"Canada","CAN","GDP (current US$)","NY.GDP.MKTP.CD","40462398501.8858","40935133543.1576","42227357845.3009","45029724490.3892","49377963148.9781","54515115736.0018","61086991001.5477","65668511127.259","71830047239.0139","79148003144.7061","88192257632.3093","99605414680.042","113463848873.624","131765642644.972","160946304010.365","174426742591.498","207265662814.815","212325176304.654","219377394594.975","243886024251.834","274770252171.762","307245842970.167","314638903648.759","341862996303.066","356727872422.408","366184030237.795","379014731199.831","433139928035.931","509379677196.071","567225367034.465","596089064840.248","612513895512.609","594376087449.388","579059001030.922","579944346807.264","605941036992.133","630597987889.282","654987932556.605","633997734246.945","678409995711.893","744773415931.587","738962729044.525","760649334098.005","895540646634.787","1026690238278.25","1173108598778.68","1319264809590.97","1468820407783.26","1552989690721.65","1374625142157.29","1617343367486.26","1793326630174.52","1828366481521.6","1846597421834.98","1805749878439.94","1556508816217.14","1527994741907.43","1649265644244.09","1725297938435.76","1743725183672.52","1647598402302.68","2001486745423.92","2139840023673.81",
"Central Europe and the Baltics","CEB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255337810802.762","242591400512.371","260007368667.584","274156327273.206","310993244630.083","393416788946.66","416196157690.065","410169715860.148","448894610521.331","435065044494.685","428593201404.544","468615587873.484","528073833481.439","634392770405.702","763090766153.593","886071848815.601","1001568223853.49","1265418819111.26","1530535154238.88","1289701858873.64","1316398490312.28","1454558246006.23","1358875109415.34","1417323424010.04","1463549880656.8","1293370353419.53","1316495750803.65","1461216063229.79","1648513132166.16","1674114230083.25","1665358949113.72","1905555039662.64","1946330897134.16",
"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD","9522746879.76772","10712712645.6663","11879982958.856","13063644016.0388","14480556815.6868","15346741928.5005","16480058982.7036","17740013478.353","18942730098.4706","20524886962.5243","","","","","","","","","","","122557234458.215","112242424557.831","115044782162.741","114632083163.394","109456088574.231","110979185023.147","159088447135.692","199237483444.448","215540625298.982","208102666687.042","265771545360.201","268903256527.525","279917776400.299","272234456388.102","301376707849.169","352845006670.363","340101207919.03","294785659876.836","303456228792.493","297882566712.49","279209007352.669","286580125206.282","309299934075.77","362088305988.747","403914244451.966","418292704114.275","441619409123.416","490754683815.144","567273005013.434","554191679308.884","598851028906.58","715888126682.396","686420221557.99","706234937370.968","726537808338","694118186379.628","687895460902.713","695200833086.499","725562534363.895","721369112726.724","739913619797.445","800640155387.26","807706035351.75",
"Channel Islands","CHI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5945677376.61477","6262740656.85164","6439703434.71024","6232906290.4851","6663669064.7482","7332244897.95918","8553643354.08275","8827272727.27273","9676172953.08188","11514605842.3369","","","","","","","","","9511207129.35458","9530244530.24453","10422948632.4216","10381669645.1366","9811538461.53846","11735662219.7772","",
"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD","4110000000","4828612639.17894","5633224652.59091","5592044870.5158","5963077661.56305","6109341260.46301","7162377224.63917","7057104134.49018","7191615669.99468","8360001925.60634","9144514527.22258","10876408930.3583","11833776659.2272","16826412445.3394","16209686087.6269","7621570579.55027","10338624283.4344","13965594906.1642","15992038366.8097","21806136150.3524","29036709871.7949","34509878043.5897","25326722339.4991","20356389841.5586","19623025627.1737","17702885393.519","18891048818.7752","22255745799.7326","26040052657.0843","29885218681.9835","33113525803.8067","37835245155.9327","45964855773.9876","49298281355.6317","57008877553.41","73446446283.0164","78575020639.4728","85728899954.449","81995749804.4157","75596598517.3586","78249883995.6255","71517267767.736","70295232513.0515","76507853875.6649","99079365628.3333","122314960843.922","153840051814.059","172565861848.899","179663390874.653","171412643623.963","217105434199.5","251224856981.294","267175870677.659","277239473853.807","259405194672.935","242496655711.515","249298706449.182","276364936832.331","295402646018.151","278493308134.096","254096103516.324","316713577508.673","301025249437.947",
"China","CHN","GDP (current US$)","NY.GDP.MKTP.CD","59716251765.1756","50056688014.5744","47209188355.5452","50706616610.0732","59708127657.7318","70436011537.1841","76720008644.9133","72881367877.7484","70846278963.0928","79705618130.486","92602638697.4156","99800597892.565","113689285303.377","138543203562.724","144188964286.502","163429496442.805","153939238114.518","174935897086.309","149540752829.268","178280594413.043","191149211575","195866382432.54","205089699858.779","230686747153.257","259946510957.143","309488028132.653","300758100107.246","272972974764.574","312353631207.819","347768051311.741","360857912565.966","383373318083.624","426915712715.856","444731282435.515","564321876346.387","734484863889.36","863749314718.538","961602019650.615","1029060706187.88","1094010482677.39","1211331627479","1339400843164.88","1470557565965.51","1660280610709.71","1955346808095.44","2285961242869.55","2752118542130.4","3550327569655.47","4594336785737.67","5101691085625.95","6087191720866.69","7551545321799.88","8532185615746.62","9570470577244.86","10475624783235.6","11061573199439.7","11233314018690.1","12310491176727.3","13894907485398.9","14279968485748","14687743556969.6","17820459342451.2","17963170521079.8",
"Cote d'Ivoire","CIV","GDP (current US$)","NY.GDP.MKTP.CD","546203558.456965","618245635.134801","645284474.559229","761047198.973677","921063326.292797","919771228.036518","1024102881.90257","1082922725.79069","1281281277.98148","1361360291.5873","1455482795.26555","1584128511.27902","1849400398.25228","2508421425.57669","3070152313.83854","3893839184.06847","4662053819.62908","6265068200.43055","7900526290.12877","9142933955.51749","10175617589.1232","8432589956.34896","7567110855.85391","6838184772.07869","6841639250.21886","6977650648.47401","9158302111.36131","10087654451.341","10255169812.0186","9757410629.74456","10795850584.5874","10492628587.8592","11152971284.4479","11045760268.6156","8313557515.30312","11000146268.6884","18071152820.9832","18047558026.6049","19619654770.0679","18870992455.7304","16577533891.5688","16810537038.4139","18054383333.5221","21251754334.7999","23510575668.5588","24036918719.3374","25281413268.2525","28760090924.2666","34078240260.1872","33886813225.179","34936307964.3213","36693710822.2216","36302302844.0196","42760235496.3898","48843005625.0307","45815005170.6127","48407761031.6758","52512344033.9625","58522477744.7313","59898479821.1946","62982768371.5174","71811075954.676","70018715016.6967",
"Cameroon","CMR","GDP (current US$)","NY.GDP.MKTP.CD","614206067.499389","652777609.328803","694247865.267079","718320845.935362","776650176.653918","814083264.821428","851112536.085105","936175260.825215","1046191218.82653","1100551487.13992","1151216992.76914","1236941395.528","1498251886.91252","1901393360.56876","2157415535.79412","2857037366.51002","2898089998.6172","3394664030.04384","4662852578.29818","5919002975.30133","6674569033.58218","6610938627.60437","6611255969.89189","6870200009.45663","7311938029.91455","8544810503.47403","11857056214.3301","13049659963.7047","12236057369.912","11012566178.1825","12314482629.9082","11840192304.4132","12071775346.4187","16181814683.9551","8902446257.70445","10864772473.0524","11093538840.5385","10789458426.1088","11298144998.6965","11565826458.8945","10566579294.5164","10953485345.2216","12417251341.6032","15970315030.2406","18826214125.2325","19509852219.3298","20910512978.1716","23928250410.0588","27715142005.5704","27932970297.0644","27507501809.2414","30630910513.0616","30155062302.8443","33728621190.2114","36386544716.0794","32210233021.5735","33814337040.7804","36098547058.7877","39973842058.565","39670976440.3158","40773241211.6941","45338285386.1044","44341646509.2193",
